capitulo;grupo;codigo;tipo;descricao
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V352;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V353;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V354;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V355;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V356;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V357;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V359;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V36;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V360;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V361;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V362;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V363;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V364;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V365;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V366;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V367;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V369;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V37;categoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V370;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V371;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V372;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V373;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V374;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizada ao subir ou descer do veículo
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V375;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V376;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V377;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V379;subcategoria;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um triciclo motorizado traumatizado em um acidente de trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V38;categoria;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V380;subcategoria;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - condutor traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V381;subcategoria;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V382;subcategoria;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V383;subcategoria;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um triciclo motorizado traumatizado em acidente não-de-trânsito
Capítulo XX - Causas externas de morbidade e de mortalidade;Ocupante de triciclo motorizado traumatizado em um acidente de transporte;V384;subcategoria;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão - pessoa traumatizada ao subir ou descer do veículo
